drug_id,drug_name,drug_slug,drug_class,class_id,class_slug,system,system_slug,problem_area,problem_slug,mechanism,mechanism_short,exam_use,side_effects,exam_hint,related_drugs,related_classes,is_key_example,revision_priority,tags,flashcard_front,flashcard_back,mcq_question,mcq_correct_answer,disclaimer
D0001,cetirizine,cetirizine,Antihistamine,Cantihistamine,antihistamine,Allergy,allergy,"Allergic rhinitis, urticaria and sedation concepts",allergic-rhinitis,Blocks H1 histamine receptors.,Blocks H1 histamine receptors.,"Allergy symptoms, itching, motion sickness/sedation concepts depending on drug.","Drowsiness more with first-generation drugs, dry mouth, dizziness.",High-yield: first-generation H1 blockers are sedating and anticholinergic.,"cetirizine, levocetirizine, loratadine, desloratadine, fexofenadine, diphenhydramine, chlorpheniramine, promethazine",,Yes,High,"cetirizine | Antihistamine | Allergy | Allergic rhinitis, urticaria and sedation concepts | Blocks H1 histamine receptors. | High-yield: first-generation H1 blockers are sedating and anticholinergic.",What is the drug class of cetirizine?,cetirizine belongs to Antihistamine. Mechanism theme: Blocks H1 histamine receptors.,cetirizine belongs to which drug class?,Antihistamine,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0277,doxepin,doxepin,Tricyclic antidepressant,Ctricyclic-antidepres,tricyclic-antidepressant,CNS,cns,"Depression, neuropathic pain, migraine prevention",depression,"Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking effects.","Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking ef...","Depression, neuropathic pain and migraine prevention concepts.","Dry mouth, constipation, sedation, orthostatic hypotension, cardiac toxicity in overdose.",High-yield: TCA overdose = cardiac toxicity + anticholinergic effects.,"amitriptyline, imipramine, clomipramine, nortriptyline, desipramine, doxepin, amoxapine, protriptyline",,No,Core,"doxepin | Tricyclic antidepressant | CNS | Depression, neuropathic pain, migraine prevention | Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking effects. | High-yield: TCA overdose = cardiac toxicity + anticholinergic effects.",What is the drug class of doxepin?,"doxepin belongs to Tricyclic antidepressant. Mechanism theme: Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking effects.",doxepin belongs to which drug class?,Tricyclic antidepressant,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0278,imipramine,imipramine,Tricyclic antidepressant,Ctricyclic-antidepres,tricyclic-antidepressant,CNS,cns,"Depression, neuropathic pain, migraine prevention",depression,"Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking effects.","Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking ef...","Depression, neuropathic pain and migraine prevention concepts.","Dry mouth, constipation, sedation, orthostatic hypotension, cardiac toxicity in overdose.",High-yield: TCA overdose = cardiac toxicity + anticholinergic effects.,"amitriptyline, imipramine, clomipramine, nortriptyline, desipramine, doxepin, amoxapine, protriptyline",,Yes,High,"imipramine | Tricyclic antidepressant | CNS | Depression, neuropathic pain, migraine prevention | Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking effects. | High-yield: TCA overdose = cardiac toxicity + anticholinergic effects.",What is the drug class of imipramine?,"imipramine belongs to Tricyclic antidepressant. Mechanism theme: Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking effects.",imipramine belongs to which drug class?,Tricyclic antidepressant,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0279,nortriptyline,nortriptyline,Tricyclic antidepressant,Ctricyclic-antidepres,tricyclic-antidepressant,CNS,cns,"Depression, neuropathic pain, migraine prevention",depression,"Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking effects.","Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking ef...","Depression, neuropathic pain and migraine prevention concepts.","Dry mouth, constipation, sedation, orthostatic hypotension, cardiac toxicity in overdose.",High-yield: TCA overdose = cardiac toxicity + anticholinergic effects.,"amitriptyline, imipramine, clomipramine, nortriptyline, desipramine, doxepin, amoxapine, protriptyline",,No,Core,"nortriptyline | Tricyclic antidepressant | CNS | Depression, neuropathic pain, migraine prevention | Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking effects. | High-yield: TCA overdose = cardiac toxicity + anticholinergic effects.",What is the drug class of nortriptyline?,"nortriptyline belongs to Tricyclic antidepressant. Mechanism theme: Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking effects.",nortriptyline belongs to which drug class?,Tricyclic antidepressant,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0280,protriptyline,protriptyline,Tricyclic antidepressant,Ctricyclic-antidepres,tricyclic-antidepressant,CNS,cns,"Depression, neuropathic pain, migraine prevention",depression,"Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking effects.","Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking ef...","Depression, neuropathic pain and migraine prevention concepts.","Dry mouth, constipation, sedation, orthostatic hypotension, cardiac toxicity in overdose.",High-yield: TCA overdose = cardiac toxicity + anticholinergic effects.,"amitriptyline, imipramine, clomipramine, nortriptyline, desipramine, doxepin, amoxapine, protriptyline",,No,Core,"protriptyline | Tricyclic antidepressant | CNS | Depression, neuropathic pain, migraine prevention | Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking effects. | High-yield: TCA overdose = cardiac toxicity + anticholinergic effects.",What is the drug class of protriptyline?,"protriptyline belongs to Tricyclic antidepressant. Mechanism theme: Inhibits reuptake of serotonin and noradrenaline; also has antimuscarinic, antihistamine and alpha-blocking effects.",protriptyline belongs to which drug class?,Tricyclic antidepressant,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0281,chlorpromazine,chlorpromazine,Typical antipsychotic,Ctypical-antipsychoti,typical-antipsychotic,CNS,cns,Psychosis and agitation,psychosis-and-agitation,Blocks dopamine D2 receptors.,Blocks dopamine D2 receptors.,"Psychosis, severe agitation and dopamine-blockade concepts.","Extrapyramidal symptoms, hyperprolactinemia, sedation, QT risk for some drugs.",High-yield: typical antipsychotics block D2 and cause EPS.,"haloperidol, chlorpromazine, fluphenazine, thioridazine, trifluoperazine, pimozide",,Yes,High,chlorpromazine | Typical antipsychotic | CNS | Psychosis and agitation | Blocks dopamine D2 receptors. | High-yield: typical antipsychotics block D2 and cause EPS.,What is the drug class of chlorpromazine?,chlorpromazine belongs to Typical antipsychotic. Mechanism theme: Blocks dopamine D2 receptors.,chlorpromazine belongs to which drug class?,Typical antipsychotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0282,fluphenazine,fluphenazine,Typical antipsychotic,Ctypical-antipsychoti,typical-antipsychotic,CNS,cns,Psychosis and agitation,psychosis-and-agitation,Blocks dopamine D2 receptors.,Blocks dopamine D2 receptors.,"Psychosis, severe agitation and dopamine-blockade concepts.","Extrapyramidal symptoms, hyperprolactinemia, sedation, QT risk for some drugs.",High-yield: typical antipsychotics block D2 and cause EPS.,"haloperidol, chlorpromazine, fluphenazine, thioridazine, trifluoperazine, pimozide",,Yes,High,fluphenazine | Typical antipsychotic | CNS | Psychosis and agitation | Blocks dopamine D2 receptors. | High-yield: typical antipsychotics block D2 and cause EPS.,What is the drug class of fluphenazine?,fluphenazine belongs to Typical antipsychotic. Mechanism theme: Blocks dopamine D2 receptors.,fluphenazine belongs to which drug class?,Typical antipsychotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0283,haloperidol,haloperidol,Typical antipsychotic,Ctypical-antipsychoti,typical-antipsychotic,CNS,cns,Psychosis and agitation,psychosis-and-agitation,Blocks dopamine D2 receptors.,Blocks dopamine D2 receptors.,"Psychosis, severe agitation and dopamine-blockade concepts.","Extrapyramidal symptoms, hyperprolactinemia, sedation, QT risk for some drugs.",High-yield: typical antipsychotics block D2 and cause EPS.,"haloperidol, chlorpromazine, fluphenazine, thioridazine, trifluoperazine, pimozide",,Yes,High,haloperidol | Typical antipsychotic | CNS | Psychosis and agitation | Blocks dopamine D2 receptors. | High-yield: typical antipsychotics block D2 and cause EPS.,What is the drug class of haloperidol?,haloperidol belongs to Typical antipsychotic. Mechanism theme: Blocks dopamine D2 receptors.,haloperidol belongs to which drug class?,Typical antipsychotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0284,pimozide,pimozide,Typical antipsychotic,Ctypical-antipsychoti,typical-antipsychotic,CNS,cns,Psychosis and agitation,psychosis-and-agitation,Blocks dopamine D2 receptors.,Blocks dopamine D2 receptors.,"Psychosis, severe agitation and dopamine-blockade concepts.","Extrapyramidal symptoms, hyperprolactinemia, sedation, QT risk for some drugs.",High-yield: typical antipsychotics block D2 and cause EPS.,"haloperidol, chlorpromazine, fluphenazine, thioridazine, trifluoperazine, pimozide",,No,Core,pimozide | Typical antipsychotic | CNS | Psychosis and agitation | Blocks dopamine D2 receptors. | High-yield: typical antipsychotics block D2 and cause EPS.,What is the drug class of pimozide?,pimozide belongs to Typical antipsychotic. Mechanism theme: Blocks dopamine D2 receptors.,pimozide belongs to which drug class?,Typical antipsychotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0285,thioridazine,thioridazine,Typical antipsychotic,Ctypical-antipsychoti,typical-antipsychotic,CNS,cns,Psychosis and agitation,psychosis-and-agitation,Blocks dopamine D2 receptors.,Blocks dopamine D2 receptors.,"Psychosis, severe agitation and dopamine-blockade concepts.","Extrapyramidal symptoms, hyperprolactinemia, sedation, QT risk for some drugs.",High-yield: typical antipsychotics block D2 and cause EPS.,"haloperidol, chlorpromazine, fluphenazine, thioridazine, trifluoperazine, pimozide",,No,Core,thioridazine | Typical antipsychotic | CNS | Psychosis and agitation | Blocks dopamine D2 receptors. | High-yield: typical antipsychotics block D2 and cause EPS.,What is the drug class of thioridazine?,thioridazine belongs to Typical antipsychotic. Mechanism theme: Blocks dopamine D2 receptors.,thioridazine belongs to which drug class?,Typical antipsychotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0286,trifluoperazine,trifluoperazine,Typical antipsychotic,Ctypical-antipsychoti,typical-antipsychotic,CNS,cns,Psychosis and agitation,psychosis-and-agitation,Blocks dopamine D2 receptors.,Blocks dopamine D2 receptors.,"Psychosis, severe agitation and dopamine-blockade concepts.","Extrapyramidal symptoms, hyperprolactinemia, sedation, QT risk for some drugs.",High-yield: typical antipsychotics block D2 and cause EPS.,"haloperidol, chlorpromazine, fluphenazine, thioridazine, trifluoperazine, pimozide",,No,Core,trifluoperazine | Typical antipsychotic | CNS | Psychosis and agitation | Blocks dopamine D2 receptors. | High-yield: typical antipsychotics block D2 and cause EPS.,What is the drug class of trifluoperazine?,trifluoperazine belongs to Typical antipsychotic. Mechanism theme: Blocks dopamine D2 receptors.,trifluoperazine belongs to which drug class?,Typical antipsychotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0287,eszopiclone,eszopiclone,Z-drug hypnotic,Cz-drug-hypnotic,z-drug-hypnotic,CNS,cns,Insomnia,insomnia,Acts on GABA-A receptor complexes involved in sleep promotion.,Acts on GABA-A receptor complexes involved in sleep promotion.,Sleep initiation and short-term insomnia concept.,"Next-day drowsiness, dizziness, abnormal sleep behaviour.",High-yield: Z-drugs are hypnotics with benzodiazepine-like GABA-A sleep effects.,"zolpidem, zaleplon, eszopiclone, zopiclone",,Yes,High,eszopiclone | Z-drug hypnotic | CNS | Insomnia | Acts on GABA-A receptor complexes involved in sleep promotion. | High-yield: Z-drugs are hypnotics with benzodiazepine-like GABA-A sleep effects.,What is the drug class of eszopiclone?,eszopiclone belongs to Z-drug hypnotic. Mechanism theme: Acts on GABA-A receptor complexes involved in sleep promotion.,eszopiclone belongs to which drug class?,Z-drug hypnotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0288,zaleplon,zaleplon,Z-drug hypnotic,Cz-drug-hypnotic,z-drug-hypnotic,CNS,cns,Insomnia,insomnia,Acts on GABA-A receptor complexes involved in sleep promotion.,Acts on GABA-A receptor complexes involved in sleep promotion.,Sleep initiation and short-term insomnia concept.,"Next-day drowsiness, dizziness, abnormal sleep behaviour.",High-yield: Z-drugs are hypnotics with benzodiazepine-like GABA-A sleep effects.,"zolpidem, zaleplon, eszopiclone, zopiclone",,Yes,High,zaleplon | Z-drug hypnotic | CNS | Insomnia | Acts on GABA-A receptor complexes involved in sleep promotion. | High-yield: Z-drugs are hypnotics with benzodiazepine-like GABA-A sleep effects.,What is the drug class of zaleplon?,zaleplon belongs to Z-drug hypnotic. Mechanism theme: Acts on GABA-A receptor complexes involved in sleep promotion.,zaleplon belongs to which drug class?,Z-drug hypnotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0289,zolpidem,zolpidem,Z-drug hypnotic,Cz-drug-hypnotic,z-drug-hypnotic,CNS,cns,Insomnia,insomnia,Acts on GABA-A receptor complexes involved in sleep promotion.,Acts on GABA-A receptor complexes involved in sleep promotion.,Sleep initiation and short-term insomnia concept.,"Next-day drowsiness, dizziness, abnormal sleep behaviour.",High-yield: Z-drugs are hypnotics with benzodiazepine-like GABA-A sleep effects.,"zolpidem, zaleplon, eszopiclone, zopiclone",,Yes,High,zolpidem | Z-drug hypnotic | CNS | Insomnia | Acts on GABA-A receptor complexes involved in sleep promotion. | High-yield: Z-drugs are hypnotics with benzodiazepine-like GABA-A sleep effects.,What is the drug class of zolpidem?,zolpidem belongs to Z-drug hypnotic. Mechanism theme: Acts on GABA-A receptor complexes involved in sleep promotion.,zolpidem belongs to which drug class?,Z-drug hypnotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0290,zopiclone,zopiclone,Z-drug hypnotic,Cz-drug-hypnotic,z-drug-hypnotic,CNS,cns,Insomnia,insomnia,Acts on GABA-A receptor complexes involved in sleep promotion.,Acts on GABA-A receptor complexes involved in sleep promotion.,Sleep initiation and short-term insomnia concept.,"Next-day drowsiness, dizziness, abnormal sleep behaviour.",High-yield: Z-drugs are hypnotics with benzodiazepine-like GABA-A sleep effects.,"zolpidem, zaleplon, eszopiclone, zopiclone",,No,Core,zopiclone | Z-drug hypnotic | CNS | Insomnia | Acts on GABA-A receptor complexes involved in sleep promotion. | High-yield: Z-drugs are hypnotics with benzodiazepine-like GABA-A sleep effects.,What is the drug class of zopiclone?,zopiclone belongs to Z-drug hypnotic. Mechanism theme: Acts on GABA-A receptor complexes involved in sleep promotion.,zopiclone belongs to which drug class?,Z-drug hypnotic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0291,busulfan,busulfan,Alkylating agent,Calkylating-agent,alkylating-agent,Cancer & Immunology,cancer-immunology,Cancer chemotherapy,cancer-chemotherapy,Damages DNA by alkylation/cross-linking and impairs cell division.,Damages DNA by alkylation/cross-linking and impairs cell division.,Cancer chemotherapy mechanism concepts.,"Myelosuppression, nausea, infertility; hemorrhagic cystitis with cyclophosphamide/ifosfamide.",High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,"cyclophosphamide, ifosfamide, chlorambucil, melphalan, busulfan, carmustine, lomustine, dacarbazine",,No,Core,busulfan | Alkylating agent | Cancer & Immunology | Cancer chemotherapy | Damages DNA by alkylation/cross-linking and impairs cell division. | High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,What is the drug class of busulfan?,busulfan belongs to Alkylating agent. Mechanism theme: Damages DNA by alkylation/cross-linking and impairs cell division.,busulfan belongs to which drug class?,Alkylating agent,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0292,carboplatin,carboplatin,Alkylating agent,Calkylating-agent,alkylating-agent,Cancer & Immunology,cancer-immunology,Cancer chemotherapy,cancer-chemotherapy,Damages DNA by alkylation/cross-linking and impairs cell division.,Damages DNA by alkylation/cross-linking and impairs cell division.,Cancer chemotherapy mechanism concepts.,"Myelosuppression, nausea, infertility; hemorrhagic cystitis with cyclophosphamide/ifosfamide.",High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,"cyclophosphamide, ifosfamide, chlorambucil, melphalan, busulfan, carmustine, lomustine, dacarbazine",,No,Core,carboplatin | Alkylating agent | Cancer & Immunology | Cancer chemotherapy | Damages DNA by alkylation/cross-linking and impairs cell division. | High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,What is the drug class of carboplatin?,carboplatin belongs to Alkylating agent. Mechanism theme: Damages DNA by alkylation/cross-linking and impairs cell division.,carboplatin belongs to which drug class?,Alkylating agent,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0293,carmustine,carmustine,Alkylating agent,Calkylating-agent,alkylating-agent,Cancer & Immunology,cancer-immunology,Cancer chemotherapy,cancer-chemotherapy,Damages DNA by alkylation/cross-linking and impairs cell division.,Damages DNA by alkylation/cross-linking and impairs cell division.,Cancer chemotherapy mechanism concepts.,"Myelosuppression, nausea, infertility; hemorrhagic cystitis with cyclophosphamide/ifosfamide.",High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,"cyclophosphamide, ifosfamide, chlorambucil, melphalan, busulfan, carmustine, lomustine, dacarbazine",,No,Core,carmustine | Alkylating agent | Cancer & Immunology | Cancer chemotherapy | Damages DNA by alkylation/cross-linking and impairs cell division. | High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,What is the drug class of carmustine?,carmustine belongs to Alkylating agent. Mechanism theme: Damages DNA by alkylation/cross-linking and impairs cell division.,carmustine belongs to which drug class?,Alkylating agent,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0294,chlorambucil,chlorambucil,Alkylating agent,Calkylating-agent,alkylating-agent,Cancer & Immunology,cancer-immunology,Cancer chemotherapy,cancer-chemotherapy,Damages DNA by alkylation/cross-linking and impairs cell division.,Damages DNA by alkylation/cross-linking and impairs cell division.,Cancer chemotherapy mechanism concepts.,"Myelosuppression, nausea, infertility; hemorrhagic cystitis with cyclophosphamide/ifosfamide.",High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,"cyclophosphamide, ifosfamide, chlorambucil, melphalan, busulfan, carmustine, lomustine, dacarbazine",,Yes,High,chlorambucil | Alkylating agent | Cancer & Immunology | Cancer chemotherapy | Damages DNA by alkylation/cross-linking and impairs cell division. | High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,What is the drug class of chlorambucil?,chlorambucil belongs to Alkylating agent. Mechanism theme: Damages DNA by alkylation/cross-linking and impairs cell division.,chlorambucil belongs to which drug class?,Alkylating agent,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0295,cisplatin,cisplatin,Alkylating agent,Calkylating-agent,alkylating-agent,Cancer & Immunology,cancer-immunology,Cancer chemotherapy,cancer-chemotherapy,Damages DNA by alkylation/cross-linking and impairs cell division.,Damages DNA by alkylation/cross-linking and impairs cell division.,Cancer chemotherapy mechanism concepts.,"Myelosuppression, nausea, infertility; hemorrhagic cystitis with cyclophosphamide/ifosfamide.",High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,"cyclophosphamide, ifosfamide, chlorambucil, melphalan, busulfan, carmustine, lomustine, dacarbazine",,No,Core,cisplatin | Alkylating agent | Cancer & Immunology | Cancer chemotherapy | Damages DNA by alkylation/cross-linking and impairs cell division. | High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,What is the drug class of cisplatin?,cisplatin belongs to Alkylating agent. Mechanism theme: Damages DNA by alkylation/cross-linking and impairs cell division.,cisplatin belongs to which drug class?,Alkylating agent,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0296,cyclophosphamide,cyclophosphamide,Alkylating agent,Calkylating-agent,alkylating-agent,Cancer & Immunology,cancer-immunology,Cancer chemotherapy,cancer-chemotherapy,Damages DNA by alkylation/cross-linking and impairs cell division.,Damages DNA by alkylation/cross-linking and impairs cell division.,Cancer chemotherapy mechanism concepts.,"Myelosuppression, nausea, infertility; hemorrhagic cystitis with cyclophosphamide/ifosfamide.",High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,"cyclophosphamide, ifosfamide, chlorambucil, melphalan, busulfan, carmustine, lomustine, dacarbazine",,Yes,High,cyclophosphamide | Alkylating agent | Cancer & Immunology | Cancer chemotherapy | Damages DNA by alkylation/cross-linking and impairs cell division. | High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,What is the drug class of cyclophosphamide?,cyclophosphamide belongs to Alkylating agent. Mechanism theme: Damages DNA by alkylation/cross-linking and impairs cell division.,cyclophosphamide belongs to which drug class?,Alkylating agent,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0297,dacarbazine,dacarbazine,Alkylating agent,Calkylating-agent,alkylating-agent,Cancer & Immunology,cancer-immunology,Cancer chemotherapy,cancer-chemotherapy,Damages DNA by alkylation/cross-linking and impairs cell division.,Damages DNA by alkylation/cross-linking and impairs cell division.,Cancer chemotherapy mechanism concepts.,"Myelosuppression, nausea, infertility; hemorrhagic cystitis with cyclophosphamide/ifosfamide.",High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,"cyclophosphamide, ifosfamide, chlorambucil, melphalan, busulfan, carmustine, lomustine, dacarbazine",,No,Core,dacarbazine | Alkylating agent | Cancer & Immunology | Cancer chemotherapy | Damages DNA by alkylation/cross-linking and impairs cell division. | High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,What is the drug class of dacarbazine?,dacarbazine belongs to Alkylating agent. Mechanism theme: Damages DNA by alkylation/cross-linking and impairs cell division.,dacarbazine belongs to which drug class?,Alkylating agent,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0298,ifosfamide,ifosfamide,Alkylating agent,Calkylating-agent,alkylating-agent,Cancer & Immunology,cancer-immunology,Cancer chemotherapy,cancer-chemotherapy,Damages DNA by alkylation/cross-linking and impairs cell division.,Damages DNA by alkylation/cross-linking and impairs cell division.,Cancer chemotherapy mechanism concepts.,"Myelosuppression, nausea, infertility; hemorrhagic cystitis with cyclophosphamide/ifosfamide.",High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,"cyclophosphamide, ifosfamide, chlorambucil, melphalan, busulfan, carmustine, lomustine, dacarbazine",,Yes,High,ifosfamide | Alkylating agent | Cancer & Immunology | Cancer chemotherapy | Damages DNA by alkylation/cross-linking and impairs cell division. | High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,What is the drug class of ifosfamide?,ifosfamide belongs to Alkylating agent. Mechanism theme: Damages DNA by alkylation/cross-linking and impairs cell division.,ifosfamide belongs to which drug class?,Alkylating agent,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0299,lomustine,lomustine,Alkylating agent,Calkylating-agent,alkylating-agent,Cancer & Immunology,cancer-immunology,Cancer chemotherapy,cancer-chemotherapy,Damages DNA by alkylation/cross-linking and impairs cell division.,Damages DNA by alkylation/cross-linking and impairs cell division.,Cancer chemotherapy mechanism concepts.,"Myelosuppression, nausea, infertility; hemorrhagic cystitis with cyclophosphamide/ifosfamide.",High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,"cyclophosphamide, ifosfamide, chlorambucil, melphalan, busulfan, carmustine, lomustine, dacarbazine",,No,Core,lomustine | Alkylating agent | Cancer & Immunology | Cancer chemotherapy | Damages DNA by alkylation/cross-linking and impairs cell division. | High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,What is the drug class of lomustine?,lomustine belongs to Alkylating agent. Mechanism theme: Damages DNA by alkylation/cross-linking and impairs cell division.,lomustine belongs to which drug class?,Alkylating agent,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0300,melphalan,melphalan,Alkylating agent,Calkylating-agent,alkylating-agent,Cancer & Immunology,cancer-immunology,Cancer chemotherapy,cancer-chemotherapy,Damages DNA by alkylation/cross-linking and impairs cell division.,Damages DNA by alkylation/cross-linking and impairs cell division.,Cancer chemotherapy mechanism concepts.,"Myelosuppression, nausea, infertility; hemorrhagic cystitis with cyclophosphamide/ifosfamide.",High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,"cyclophosphamide, ifosfamide, chlorambucil, melphalan, busulfan, carmustine, lomustine, dacarbazine",,No,Core,melphalan | Alkylating agent | Cancer & Immunology | Cancer chemotherapy | Damages DNA by alkylation/cross-linking and impairs cell division. | High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,What is the drug class of melphalan?,melphalan belongs to Alkylating agent. Mechanism theme: Damages DNA by alkylation/cross-linking and impairs cell division.,melphalan belongs to which drug class?,Alkylating agent,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0301,oxaliplatin,oxaliplatin,Alkylating agent,Calkylating-agent,alkylating-agent,Cancer & Immunology,cancer-immunology,Cancer chemotherapy,cancer-chemotherapy,Damages DNA by alkylation/cross-linking and impairs cell division.,Damages DNA by alkylation/cross-linking and impairs cell division.,Cancer chemotherapy mechanism concepts.,"Myelosuppression, nausea, infertility; hemorrhagic cystitis with cyclophosphamide/ifosfamide.",High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,"cyclophosphamide, ifosfamide, chlorambucil, melphalan, busulfan, carmustine, lomustine, dacarbazine",,No,Core,oxaliplatin | Alkylating agent | Cancer & Immunology | Cancer chemotherapy | Damages DNA by alkylation/cross-linking and impairs cell division. | High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,What is the drug class of oxaliplatin?,oxaliplatin belongs to Alkylating agent. Mechanism theme: Damages DNA by alkylation/cross-linking and impairs cell division.,oxaliplatin belongs to which drug class?,Alkylating agent,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0302,temozolomide,temozolomide,Alkylating agent,Calkylating-agent,alkylating-agent,Cancer & Immunology,cancer-immunology,Cancer chemotherapy,cancer-chemotherapy,Damages DNA by alkylation/cross-linking and impairs cell division.,Damages DNA by alkylation/cross-linking and impairs cell division.,Cancer chemotherapy mechanism concepts.,"Myelosuppression, nausea, infertility; hemorrhagic cystitis with cyclophosphamide/ifosfamide.",High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,"cyclophosphamide, ifosfamide, chlorambucil, melphalan, busulfan, carmustine, lomustine, dacarbazine",,No,Core,temozolomide | Alkylating agent | Cancer & Immunology | Cancer chemotherapy | Damages DNA by alkylation/cross-linking and impairs cell division. | High-yield: cyclophosphamide cystitis is prevented conceptually with mesna.,What is the drug class of temozolomide?,temozolomide belongs to Alkylating agent. Mechanism theme: Damages DNA by alkylation/cross-linking and impairs cell division.,temozolomide belongs to which drug class?,Alkylating agent,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
